id,en,ka,ka_translated
52,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"ანგარიში იწყება მოთხოვნით, რომ დაიწყოს დებატები და აშშ-ში მიღწეულ იქნას კონსესუსი ახლო აღმოსავლეთთან დაკავშირებულ პოლიტიკასთან მიმართებაში.","გამოგზავნილია: 16 May 2018, 14:04 #517 · პროფილი · პირადი მიმოწერა · ჩატი · ელფოსტა"
53,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ანგარიში ძალზე კრიტიკულია აღმასრულებელი ხელისუფლების ამჟამინდელი პოლიტიკის თითქმის ყველა ასპექტისადმი ერაყთან მიმართებაში და იგი მოითხოვს მიმართულების დაუყოვნებლად შეცვლას.,Report is highly critical about almost every aspect of the current policy of the Executive to Iraq and it encourages the immediate change of direction.
54,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"ამ წლის დასრულებამდე მტრის შეტევებისგან ერაყის საზღვრების დაცვისთვის ახალი დიპლომატიური ინიციატივის აღება და მეზობელ ქვეყნებთან დიპლომატიური კავშირების აღდგენა უნდა მოესწროს, რაც 78 რეკომენდაციას შორის უპირველესს წარმოადგენს.","მისი 78 რეკომენდაციების ერთ-ერთი პირველი არის, რომ ამ წლის ბოლოს უნდა მიიღოს ახალი დოპტომატური ინიციატივა, რათა უზრუნველყოფოს ირაკლი კამპანიის საწინააღმდეგო ინიციატივით და მისი მეშვეობით დოპტომატური ურთიერთობების აღდგენისათვის."
55,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","კრისტინა ფერნანდეს დე კირხნერმა, არგენტინის მოქმედმა სენატორმა და პირველმა ლედიმ ბუენოს-აირესიდან 50 კილომეტრის (31 მილის) დაშორებით, ქალაქ ლა პლატაში წუხელ გააკეთა განცხადება საპრეზიდენტო კანდიდატობასთან დაკავშირებით.","Current Senator and Argentinian First Lady Cristina Fernandez de Kirchner აცხადებს მისი საგადასახადო მოადგილე დღეს ღამე La Plata, ქალაქი 50 კმ (31 მლ) ბონუსის აეროში."
56,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.","ქალბატონი კირჩნერის განცხადებით, იგი აპირებს არგენტინის თეატრში პრეზიდენტის პოსტზე კენჭი იყაროს, იმავე ადგილას, სადაც მან 2005 წელს სენატის კამპანია დაიწყო, როგორც ბუენოს-აირესის პროვინციის დელეგაციის წევრმა.","Kirchner აცხადებს, რომ მისი intention to run President in Argentine theatre, იგივე ადგილზე, რომელიც ის გამოიყენა, რათა დაიწყოს მისი 2005 კამპანიის სენეტისთვის, როგორც Buenos Aires პროვინციული დელეგაციის წევრი."
57,"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""",ქარიშხალი „კატრინას“ გაღვიძებით გამოწვეულმა დახმარების და რეკონსტრუქციის ხარჯებმა დიდი დებატები გამოიწვია; რომელსაც ზოგიერთმა მომჭირნე კონსერვატორმა ირონიულად „ბუშის ახალი ორლეანის გარიგება“ უწოდა.,"დეპარტამენტი გამოჩნდა კონფლიქტის გამოხატვის და აღდგენის გამოხატვის შესახებ საღამოს Hurricane Katrina; რომელიც ზოგიერთი ფინანსური კონცერტატორები ჰუმორდულად აირჩიეს ""Bush's New Orleans Deal""."
58,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,აღდგენითი სამუშაოების მცდელობების ლიბერალური კრიტიკა ფოკუსირებულია სარეკონსტრუქციო კონტრაქტების ვაშინგტონის სავარაუდო ინსაიდერებისთვის მინიჭებაზე.,ლიტერატურული კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი კეთილმოწყობილი.
59,Over four million people went to Rome to attend the funeral.,რომში დაკრძალვას ოთხ მილიონზე მეტი ადამიანი ესწრებოდა.,4 მილიონი ადამიანი წავიდა ირაკლი კახა კალაძეს.
60,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,იქ მისული ხალხის სიმრავლიდან გამომდინარე ყველასთვის შეუძლებელი იყო დაკრძალვას დასწრებოდა წმინდა პეტრეს მოედანზე.,"ხალხის რაოდენობა იმდენად დიდი იყო, რომ არ ყოფილა შესაძლებელი, რომ ყველას მიიღოს ხელმისაწვდომი საღამოს საღამოს St. Peter's Square."
61,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,"იმისთვის, რომ ადამიანებს ეყურებინათ ცერემონიისთვის, რომში რამდენიმე დიდი ტელევიზორის განთავსება მოხდა რამდენიმე ადგილას.","რამდენიმე დიდი ტელევიზია ეკრანები დააყენეს სხვადასხვა ადგილმდებარეობა Rome, რათა ხალხს ეძებს სემინარი."
62,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.","იტალიის და მსოფლიოს ბევრ სხვა ქალაქში, განსაკუთრებით პოლონეთში, შეიქმნა მსგავსი ინსტალაციები, რომელიც ხალხის დიდმა რაოდენობამ ნახა.","ბევრი სხვა ქალაქებში და მსოფლიოს სხვა ქალაქებში, განსაკუთრებით პოლონიაში, გააკეთა მსგავსი მენეჯერი, რომელიც დიდი რაოდენობით ადამიანი გამოჩნდა."
63,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.","ისტორიკოსები აკრიტიკებდნენ გამოძიების ფედერალური ბიუროს წარსულ პოლიტიკას, რომელიც ემსახურებოდა სააგენტოს წარმატების მაჩვენებლის გაზრდის მიზნით რესურსების მიმართვას ისეთ საქმეებზე, რომელთა გამოძიებაც მარტივი იყო, განსაკუთრებით კი მოპარული ავტომობილების საქმეებზე.","ისტორიები განკუთვნილდა FBI-ის პოლიტიკას, რათა ფოკუსირდეს რესურსები იმ შემთხვევებში, რომლებიც ადვილად გადაწყვიტებენ, განსაკუთრებით გაჩერებული ავტომობილების შემთხვევაში, იმისათვის, რომ ამჟამად ამჟამად გაზრდის სააგენტოს წარმატების ხარისხი."
64,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"კონგრესმა უხამს საქციელზე ინიციატივის დაფინანსება 2005 ფისკალურ წელს დაიწყო და დაკონკრეტდა, რომ ფედერალურმა ბიურომ ზრდასრულთა პორნოგრაფიისთვის 10 აგენტი უნდა გამოყოს.","კონფერენცია დაიწყო ფინანსური 2005 წელს და აღნიშნა, რომ FBI-მა უნდა დააყენოს 10 აგენტი მოზარდი პორნოგრაფიას."
65,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.","რობინ უთაპამ ინინგის უმაღლესი ქულა მოიპოვა, 70 გარბენი 41 ბურთის, მათ შორის 11 ოთხიანის და 2 ექვსიანების ჩაწოდებით.","Robin Uthappa გააკეთა innings ყველაზე მაღალი სმარტფონი, 70 ითამაშა მხოლოდ 41 ბურთში, დააკავეს 11 four და 2 sixes."
66,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.","საჩინ ტენდულკარმა და რაჰულ დრავიდმა, შუა რგოლის ბურთის მომგერიებლებმა ძალიან კარგი შედეგი დადეს და ასწლიანი პარტნიორობა ჩამოაყალიბეს.","Middle Order Batsmen, Sachin Tendulkar და Rahul Dravid, კარგად შესრულდა და გააკეთა სამუდამოდ პარტნიორები."
67,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","მაგრამ ინდოეთმა, კაპიტნის ვიკეტის დაკარგვის შემდეგ, მხოლოდ 36 გარბენი შეასრულა, რა დროსაც 7 ვიკეტი დაიხსნა ინინგების გათამაშების დროს.","მაგრამ, კაპიტანის wicket-ის დაკარგვის შემდეგ, ინდუსტრია მხოლოდ გააკეთა 36 runs losing 7 wickets, რათა დასრულდეს innings."
68,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.",16 ნოემბერს დილით ჩაფრინდა სინგაპურში აშშ-ს პირველი პირი ჯორჯ ბუში და ერთ კვირიანი ტური დაიწყო აზიაში.,"U.S. President George W. Bush 16 ნოემბრის საათზე სინგრაფიაში შევიდა, დაიწყო საათიანი მოგზაურობა აზიაში."
69,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,"მას ვონგ დახვდა კან სენგი, სინგაპურის ვიცე პრემიერ მინისტრი და სინგაპურის პრემიერ მინისტრთან ლი სიან ლუნთან ვაჭრობის და ტერორიზმის საკითხები განიხილა.",მას ბედნიერი იყო სინგოგრაფიის ვიქტორი Wong Kan Seng და შეხვდა სავაჭრო და ტურისტული პრობლემები სინგოგრაფიის პრემიერ-მინისტრის Lee Hsien Loong-თან.
70,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.","ბუშმა პუბლიკას აზიაში ვაჭრობის გაფართოების შესახებ მას შემდეგ უამბო, რაც წააგო ერთკვირიანი შუალედური არჩევნები.","სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ, სამწუხაროდ."
71,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","სამშაბათს, პროექტების მართვის ოფისში (PMO), ახალი დემოკრატიული პარტიის (NDP) ლიდერთან, ჯეკ ლეიტონთან 25-წუთიანი შეხვედრის შემდეგ, პრემიერ მინისტრი სტივენ ჰარპერი, კანონპროექტის მეორე წაკითხვამდე, დათანხმდა მთავრობის „სუფთა ჰაერის შესახებ კანონის“ განსახილველად გადაცემას ერთობლივ კომიტეტში.","პრემიერ-მინისტრი Stephen Harper შეხვდა, რომ მთავრობის ""Clean Air Act"" გაგზავნა ყველა მხარდაჭერა კომიტეტის მიმოხილვა, მისი მეორე კითხვის წინ, სამშაბათს 25 წუთი შეხვედრის შემდეგ NDP-ის ლიდერი Jack Layton-თან PMO-ში."
72,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",პრემიერ მინისტრთან აუდიენციისას ლეიტონმა კონსერვატორების გარემოსდაცვით კანონპროექტში განახლებები და კონსერვატიული პარტიის წარმოდგენილი გარემოსდაცვითი კანონპროექტის „საფუძვლიანი და სრული გადაწერა“ მოითხოვა.,"Layton მოითხოვა კონცერტატორების გარემოს ანგარიში ცვლილებების მიღება PM-თან შეხვედრის დროს, მოითხოვა კონცერტატორული პარტიის გარემოს ანგარიში ""შემატკივრული და სრული აღწერა""."
73,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","მას შემდეგ, რაც ფედერალურმა მთავრობამ გადაწყვიტა საკუთარ თავზე აეღო მერსის საავადმყოფოს დაფინანსება ტასმანიაში, დევენპორტში, სახელმწიფო მმართველობამ და რამდენიმე ფედერალურმა პარლამენტარმა აღნიშნული აქტი გააკრიტიკა და მას ნოემბრის თვეში ჩასატარებელი ფედერალური არჩევნების წინ მოწყობილი ტრიუკი უწოდა.","მას შემდეგ, რაც ფედერალური მინისტრის თავმჯდომარე მოჰყვა Mersey საავადმყოფოში Devonport, Tasmania, სახელმწიფო მინისტრის და ზოგიერთი ფედერალური მინისტრის მოადგილე ამ საქმიანობას შეარჩიეს, როგორც ფედერალური მოადგილე, რომელიც ნომერში მოითხოვენ ფედერალური არჩევნები."
74,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","თუმცა, როგორც ჯონ ჰოვარდმა, პრემიერ მინისტრმა თქვა, ეს ქმედება მხოლოდ საავადმყოფოს შენობების ტასმანიის მთავრობის მიერ რეიტინგის დაწევისგან დასაცავად განხორციელდა და დამატებით 45 მილიონი ავსტრალიური დოლარი გადაეცათ.","მაგრამ პრემიერ-მინისტრი John Howard აცხადებს, რომ ქმედება მხოლოდ საავადმყოფოს საშუალებებით, რათა უზრუნველყოფს საავადმყოფოს მასშტაბით, რომელიც ატვირთვათ დამატებითი AUD $ 45 მილიონი."
75,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","უახლესი ცნობების მიხედვით, ცუნამის წარმოქმნაზე ზღვის დონის მაჩვენებლები მიუთითებდნენ. ცუნამის გარკვეული აქტივობა პაგო პაგოს და ნიუეს მახლობლად დაფიქსირდა.","უახლესი ბილეთების მიხედვით, ზღვის დონეზე წერილები აჩვენა, რომ tsunami გააკეთა. ზოგიერთი მინიმალური tsunami აქტიურობა ჩაწერილი იყო Pago Pago და Niue ახლოს."
76,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","ტონგიდან სერიოზული ზარალის ან დანაკარგების შესახებ არაფერი გადმოუციათ, თუმცა დროებით ელექტროენერგიის მიწოდება შეწყდა, რამაც ხელი შეუშალა, რომ წყნარი ოკეანის ცუნამის გამაფრთხილებელი ცენტრის მიერ გაცემული ცუნამის შესახებ გაფრთხილება ტონგანის ხელისუფლებას გაეთვალისწინებინა.","Tonga-ში არ ჩანს მნიშვნელოვანი დაზიანება ან დაზიანება, მაგრამ ძალა დროულად დაკარგული იყო, რაც აღნიშნა, რომ Tonga-ის ოფიციალურმა მინისტრის მიერ გამოქვეყნებული tsunami შეტყობინება მიიღოს."
77,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"მიუხედავად იმისა, რომ გაფრთხილება გაუქმდა, ჰავაიში სანაპირო ზოლზე ან მათ სიახლოვეს არსებული თოთხმეტი სკოლა დაიხურა.","14 სკოლა Hawaii-ში, რომელიც მდებარეობს ან ახლოს სანაპიროზე, დასრულდა ყველა თებერვალს, მიუხედავად იმისა, რომ შეტყობინებები გაზრდის."
78,U.S. President George W. Bush welcomed the announcement.,"ჯორჯ უოკერ ბუშმა, აშშ-ის პრეზიდენტმა ეს შეტყობინება მოიწონა.",U.S. President George W. Bush მიიღო განცხადებას.
79,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","ჩრდილოეთ კორეის პირობას ბუშის პრეს-სპიკერმა, გორდონ ჯონდროემ „კორეის ნახევარკუნძულის დადასტურებადი დენუკლეარიზაციისკენ გადადგმული მნიშვნელოვანი ნაბიჯი“ უწოდა.","Bush თავმჯდომარე Gordon Johndroe აცხადებს ჩრდილოეთ კორეის შეთანხმება ""მთავარი ნაბიჯი იმისათვის, რომ გააკეთოთ გამოცდილებული denuclearization კორეის კორეის კუნძულზე""."
80,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","ატლანტიკური ქარიშხლების სეზონის რიგით მეათე ქარიშხალი, სუბტროპიკული შტორმი სახელად „ჯერი“, დღეს ატლანტიკის ოკეანეში წარმოიშვა.","Atlantic Hurricane სეზონი, Subtropical Storm Jerry, შექმნილია Atlantic Ocean დღეს."
81,The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.,"აშშ-ის ქარიშხლების ეროვნული ცენტრის (NHC) განცხადებით, ამ დროისთვის ქარიშხალი ჯერი ხმელეთისთვის საფრთხეს არ წარმოადგენს.","National Hurricane Center (NHC) აცხადებს, რომ ამ ეტაპზე Jerry არ აწარმოებს საღამოს."
82,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,"აშშ-ს ინჟინრების ჯგუფის შეფასებით, უკვე დაზიანებული ჯებირები 6 ინჩიანმა ნალექმა შეიძლება ჩამოშალოს.","U.S. Corps of Engineers მიმოხილვა, რომ 6 ინგლისური გაზაფხულების შეიძლება დატოვოს წინასწარ დატოვებული დისკუსები."
83,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","მეცხრე პალატა, რომელიც ქარიშხალი „კატრინას“ დროს რომელიც 20 მეტრზე იყო დატბორილი, ახლა წელამდე წყალში იყო, რადგან ახლომდებარე კაშხალი გადაკეტილი იყო.","Ninth Ward, რომელიც ჩანს, რომ სავარაუდოდ მაღალი, როგორც 20 ფეხსაცმელი დროს Hurricane Katrina, ამჟამად არის სავარაუდოდ მაღალი წყალში, როგორც ახლოს სავარაუდოდ overtopped."
84,Water is spilling over the levee in a section 100 feet wide.,ჯებირის გარშემო 100 ფუტის სიგანეზე წყალი იშხეფება.,წყალი იღებს ზედა დისკუსის ნაწილში 100 ფეხს ფართო.
85,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"ადამ კუერდენმა, Commons-ის ადმინისტრატორმა, ვიკინიუსთან საუბრისას, გასულ თვეში გამოხატა იმედგაცრუება წაშლილ კონტენტთან დაკავშირებით.","Commons მენეჯერი Adam Cuerden გამოხატა მისი საარჩევნო სიების შესახებ, როდესაც მან საუბრობდა Wikinews-თან ბოლო თვეში."
86,"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""","„პრინციპში მან [უელსმა] დასაწყისშივე მოგვატყუა. პირველი როდესაც ისე მოიქცა, თითქოს აღნიშნული სამართლებრივი მიზეზების გამო ხდებოდა. შემდეგ, როდესაც თავს იკატუნებდა, თითქოს გვისმენდა ზუსტად თავისი ნამუშევრის წაშლამდე.“","""ეს [Wales] ძირითადად ვალდებულა ჩვენთან დასაწყისში. პირველი, იმიტომ, რომ ეს სამართლებრივი მიზეზების გამო იყო. მეორე, იმიტომ, რომ ის ჩვენთან უთხრა, მარტო მისი ხელოვნური გატვირთვა."""
87,The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,"საზოგადოების გაღიზიანებამ გამოიწვია ვებ-საიტების, რომლებიც ახორციელებს მილიონობით ღიად ლიცენზირებულ მედიის ჰოსტინგს, სექსუალური შინაარსთან დაკავშირებული პოლიტიკის შემუშავება.","Community Irritation გამოიწვია ამჟამად ცდილობს შექმნათ პოლიტიკა სექსუალური შინაარსი საიტზე, რომელიც ჰოსტინებს მილიონები ღია ლიცენზირებული მედია."
88,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.","თუმცა პროგრამა მშვილდოსნის გალაქტიკაზე დაკვირვების სიმულაციისთვის იყო დაწერილი, შესრულებული სამუშაო იყო ძირითადად თეორიული.","გაკეთებული სამუშაოები ძირითადად თეორიული იყო, მაგრამ პროგრამა წერილი იყო ჩაწერილი, რათა შეინახოთ შეკითხვები გაკეთებული Sagittarius galaxy."
89,The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,"ზემოქმედება, რომელსაც ჯგუფი ეძებდა, გალაქტიკის უხილავი მატერიასა და ირმის ნახტომის უხილავ მატერიას შორის მოქცევითი ძალებით უნდა ყოფილიყო გამოწვეული.","ეფექტი, რომელიც გუნდი ეძებს, გამოიწვია შერჩეული ძალების შორის გალაკის შერჩეული მასალა და Milky Way შერჩეული მასალა."
90,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","ირმის ნახტომი გავლენას ახდენს მშვილდოსნის ჯუჯა გალაქტიკაზე ზუსტად ისე, როგორც მთვარის მიზიდულობა დედამიწაზე, რაც იწვევს ტალღების წარმოქმნას.","Just like the moon exercises a pull on earth, causing tides, ასე რომ Milky Way exercises ძალა Sagittarius galaxy."
91,The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,"მეცნიერები მივიდნენ იმ საბოლოო დასკვნამდე, რომ ბნელი მატერია ჩვეულებრივი მატერიის მსგავსად ახდენს სხვა ბნელ მატერიაზე გავლენას.","სამეცნიერო ორგანიზაციები შეუძლია გააკეთოთ, რომ შავი მასალა ეფუძნება სხვა შავი მასალა იგივე გზით, როგორც ჩვეულებრივი მასალა."
92,"This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.","მოცემული თეორიის მიხედვით, გალაქტიკის გარშემო არსებული ბნელი მატერიის უმეტესი ნაწილი ერთგვარი ჰალოს სახითაა თავმოყრილი გალაქტიკის გარშემო და ის უამრავი მცირე ნაწილაკისგან შედგება.","ეს ტექნიკა აცხადებს, რომ ყველაზე ცუდი ნიშნის გარშემო galaxy არის გარშემო galaxy ზოგიერთი halo, და არის დამზადებული ბევრი მცირე ნაწილები."
93,Television reports show white smoke coming from the plant.,ქარხნიდან ამომავალი თეთრ კვამლის შესახებ გადმოსცემენ სატელევიზიო რეპორტაჟები.,"ტელევიზია ანგარიშები აჩვენებს თეთრი ცეცხლი, რომელიც მოდის ქარხანადან."
94,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","ადგილობრივი მთავრობა აფრთხილებს სადგურის სიახლოვეს მცხოვრებლებს, რომ დარჩნენ სახლში, გამორთონ ჰაერის კონდიციონერები და მოერიდონ ონკანის წყლის დალევას.","ადგილობრივი თვითმმართველობის ადმინისტრაციული მინისტრის მოადგილე აღნიშნა, რომ საცხოვრებელი ადგილობრივი თვითმმართველობის ადმინისტრაციული მინისტრის მოადგილე აღნიშნა, რომ საცხოვრებელი ადგილობრივი თვითმმართველობის ადმინისტრაციული მინისტრის მოადგილე აღნიშნა, რომ საცხოვრებელი ადგილობრივი თვითმმართველობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობის ადმინისტრაციული შენობა."
95,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","იაპონიის ბირთვული სააგენტო იუწყება, რომ საწარმოში რადიოაქტიური ცეზიუმის და იოდის გაჟონვის შემთხვევა დაფიქსირდა.","იაპონური სატელეფონო სააგენტოს ინფორმაციით, სატელეფონო სატელეფონო სააგენტოში ნარკოტიკული კეზიის და იოდიის გამოყენებით აღიარებულია."
96,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"ხელისუფლება ვარაუდობს, რომ აღნიშნული ადგილზე მდებარე ურანის საწვავით სავსე კონტეინერების გახეთქვასა და გაჟონვაზე მიუთითებს.","საგანმანათლებლო სამსახურის მინისტრის მოადგილე აღნიშნა, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს, რომ საინფორმაციო სააგენტოს თავმჯდომარე აცხადებს."
97,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,"სამხრეთ აფრიკის რაიონში, კვაზულუ-ნატალში, დოქტორ ტონი მოლმა აღმოაჩინა წამლის მიმართ მნიშვნელოვანი რეზისტენტულობით გამორჩეული ტუბერკულოზის ერთ-ერთი ფორმა (XDR-TB).",Dr. Tony Moll აღმოაჩინეს Extremely Drug Resistant Tuberculosis (XDR-TB) სამხრეთ აფრიკაში KwaZulu-Natal რეგიონში.
