score,item_id,createdBy_id,sourceText,targetText,targetID,referenceText
96,103,34,The governor's office said nineteen of the injured were police officers.,"გუბერნატორის განცხადებით, დაშავებულებიდან ცხრამეტი პოლიციელია.",google_sheet,"დაშავებულებიდან ცხრამეტი პოლიციის ოფიცერი იყო, როგორც ეს გუბერნატორის აპარატმა განაცხადა."
100,104,34,The governor's office said nineteen of the injured were police officers.,"გუბერნატორის ოფისმა განაცხადა, რომ დაშავებულთაგან ცხრამეტი პოლიციელი იყო.",kona,"დაშავებულებიდან ცხრამეტი პოლიციის ოფიცერი იყო, როგორც ეს გუბერნატორის აპარატმა განაცხადა."
51,105,34,The governor's office said nineteen of the injured were police officers.,"საქართველოს საგამოძიებო კომისიის თავმჯდომარე განაცხადა, რომ მკვლელობაში 19 ადამიანი იყო პოლიციის მკვლელობები.",small100,"დაშავებულებიდან ცხრამეტი პოლიციის ოფიცერი იყო, როგორც ეს გუბერნატორის აპარატმა განაცხადა."
93,106,34,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,"პოლიციამ განაცხადა, რომ ისინი ეჭვობენ, რომ თავდასხმაზე პასუხისმგებლობა დაეშის (ISIL) ბოევიკს ეკისრება.",google_sheet,"პოლიციის განცხადებით, თავდასხმაზე პასუხისმგებლობა, მათი ეჭვით ეკისრება სავარაუდოდ დაეშის (ISIL) მებრძოლს."
33,107,34,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,"პოლიციამ განაცხადა, რომ ისინი ეჭვმიტანილები არიან სავარაუდო ""დაიშის"" (ISIL) ტერორისტის პასუხისმგებლობის შესახებ.",kona,"პოლიციის განცხადებით, თავდასხმაზე პასუხისმგებლობა, მათი ეჭვით ეკისრება სავარაუდოდ დაეშის (ISIL) მებრძოლს."
4,108,34,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,Police said they suspected the alleged Daesh (ISIL) militant of responsibility in the attack.,small100,"პოლიციის განცხადებით, თავდასხმაზე პასუხისმგებლობა, მათი ეჭვით ეკისრება სავარაუდოდ დაეშის (ISIL) მებრძოლს."
82,109,34,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","მათ აღმოაჩინეს, რომ მზე მუშაობს იმავე ძირითადი პრინციპებით, როგორც სხვა ვარსკვლავები: აღმოჩნდა, რომ სისტემის ყველა ვარსკვლავის აქტივობა განპირობებულია მათი სიკაშკაშით, ბრუნვით და სხვა არაფერით.",google_sheet,"როგორც მათ აღმოაჩინეს, მზე მოქმედებდა სხვა ვარსკვლავების მსგავსი პრინციპით: ვარსკვლავების მოქმედება სისტემაში მათი სიკაშკაშით და როტაციით და სხვა არაფრით არის განპირობებული."
75,110,34,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","მათ აღმოაჩინეს, რომ მზე მუშაობდა იმავე ძირითად პრინციპებზე, როგორც სხვა ვარსკვლავები: სისტემის ყველა ვარსკვლავის აქტივობა აღმოჩნდა განპირობებული მათი სიკაშკაშით, მათი ბრუნვით და სხვა არაფრით.",kona,"როგორც მათ აღმოაჩინეს, მზე მოქმედებდა სხვა ვარსკვლავების მსგავსი პრინციპით: ვარსკვლავების მოქმედება სისტემაში მათი სიკაშკაშით და როტაციით და სხვა არაფრით არის განპირობებული."
25,111,34,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","ისინი იპოვებენ, რომ सूर्य მუშაობს იგივე ძირითადი პრინციპი, როგორც სხვა ვარსკვლავი: ყველა ვარსკვლავი სისტემის აქტივობა იღებს მათი ნათქვამი, მათი rotation და არაფერი სხვა.",small100,"როგორც მათ აღმოაჩინეს, მზე მოქმედებდა სხვა ვარსკვლავების მსგავსი პრინციპით: ვარსკვლავების მოქმედება სისტემაში მათი სიკაშკაშით და როტაციით და სხვა არაფრით არის განპირობებული."
95,112,34,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","სიკაშკაშე და ბრუნვა ერთად გამოიყენება ვარსკვლავის როსბის რიცხვის დასადგენად, რომელიც დაკავშირებულია პლაზმის ნაკადთან.",google_sheet,"ერთად, ნათება და როტაცია, გამოიყენება პლაზმურ დინებასთან დაკავშირებული ვარსკვლავის როსბის ნომრის დასადგენად."
98,113,34,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","ვარსკვლავის სიკაშკაშე და ბრუნვა ერთად გამოიყენება როსბის რიცხვის დასადგენად, რომელიც დაკავშირებულია პლაზმის ნაკადთან.",kona,"ერთად, ნათება და როტაცია, გამოიყენება პლაზმურ დინებასთან დაკავშირებული ვარსკვლავის როსბის ნომრის დასადგენად."
5,114,34,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","ნათქვამი და როტაცია ერთად გამოიყენება, რათა შეზღუდვა ვარსკვლავი Rossby ნომერი, რომელიც შეიცავს პლაზმის ნაკადის.",small100,"ერთად, ნათება და როტაცია, გამოიყენება პლაზმურ დინებასთან დაკავშირებული ვარსკვლავის როსბის ნომრის დასადგენად."
32,115,34,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","რაც უფრო მცირეა როსბის რიცხვი, მით ნაკლებია ვარსკვლავი მაგნიტური უკუქცევების მიმართ.",google_sheet,"რაც უფრო მცირეა როსბის რიცხვი, მით უფრო ნაკლებ აქტიურია ვარსკვლავი მაგნიტურ უკუქცევასთან მიმართებაში."
91,116,34,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","რაც უფრო მცირეა როსბის რიცხვი, მით ნაკლებად აქტიურია ვარსკვლავი მაგნიტური შებრუნებების მიმართ.",kona,"რაც უფრო მცირეა როსბის რიცხვი, მით უფრო ნაკლებ აქტიურია ვარსკვლავი მაგნიტურ უკუქცევასთან მიმართებაში."
6,117,34,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","უფრო მცირე Rossby ნომერი, უფრო ნაკლებად აქტიური ვარსკვლავი, რაც შეეხება მაგნიტური reversals.",small100,"რაც უფრო მცირეა როსბის რიცხვი, მით უფრო ნაკლებ აქტიურია ვარსკვლავი მაგნიტურ უკუქცევასთან მიმართებაში."
82,118,34,"During his trip, Iwasaki ran into trouble on many occasions.",მოგზაურობის დროს ივასაკს არაერთხელ შეექმნა პრობლემები.,google_sheet,ივასაკი მოგზაურობის დროს ბევრჯერ აღმოჩნდა სხვადასხვა უსიამოვნო გარემოებაში გარეული.
97,119,34,"During his trip, Iwasaki ran into trouble on many occasions.","მისი მოგზაურობის დროს, ივასაკი მრავალჯერ აღმოჩნდა გასაჭირში.",kona,ივასაკი მოგზაურობის დროს ბევრჯერ აღმოჩნდა სხვადასხვა უსიამოვნო გარემოებაში გარეული.
4,120,34,"During his trip, Iwasaki ran into trouble on many occasions.",მისი მოგზაურობის დროს Iwasaki ბევრი დროში შევიდა პრობლემას.,small100,ივასაკი მოგზაურობის დროს ბევრჯერ აღმოჩნდა სხვადასხვა უსიამოვნო გარემოებაში გარეული.
86,121,34,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","იგი გაძარცვეს მეკობრეებმა, ტიბეტში თავს დაესხნენ გაცოფებული ძაღლი, გადაურჩა ქორწინებას ნეპალში და დააპატიმრეს ინდოეთში.",google_sheet,"ის გაძარცვეს მეკობრეებმა, ტიბეტში ცოფიანი ძაღლი დაესხა თავს, ნეპალში ქორწინებას გაექცა და ინდოეთში დააპატიმრეს."
10,122,34,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","მას ყაჩაღებმა გაძარცვეს, ტიბეტში ცოფიანმა ძაღლმა შეუტია, ნეპალში ქორწინებას გადაურჩა და ინდოეთში დააპატიმრეს.",kona,"ის გაძარცვეს მეკობრეებმა, ტიბეტში ცოფიანი ძაღლი დაესხა თავს, ნეპალში ქორწინებას გაექცა და ინდოეთში დააპატიმრეს."
1,123,34,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","მას მოჰყვა pirates, ბრიტანეთში rabbid ძაღლი მოჰყვა, ქორწინება გაჩერდა Nepálში და გაჩერდა ინდუსტრიაში.",small100,"ის გაძარცვეს მეკობრეებმა, ტიბეტში ცოფიანი ძაღლი დაესხა თავს, ნეპალში ქორწინებას გაექცა და ინდოეთში დააპატიმრეს."
100,124,34,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11n სტანდარტი მუშაობს 2.4 გჰც და 5.0 გჰც სიხშირეებზე.,google_sheet,"ორივეზე, როგორც 2.4 გიგაჰერციან, ასევე 5.0 გიგაჰერციან სიხშირეებზე 802.11n სტანდარტი მოქმედებს."
76,125,34,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,"802.11n სტანდარტი მუშაობს როგორც 2.4Ghz, ასევე 5.0Ghz სიხშირეებზე.",kona,"ორივეზე, როგორც 2.4 გიგაჰერციან, ასევე 5.0 გიგაჰერციან სიხშირეებზე 802.11n სტანდარტი მოქმედებს."
100,126,34,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11n სტანდარტი მუშაობს ორივე 2.4Ghz და 5.0Ghz ფართომასშტაბით.,small100,"ორივეზე, როგორც 2.4 გიგაჰერციან, ასევე 5.0 გიგაჰერციან სიხშირეებზე 802.11n სტანდარტი მოქმედებს."
97,127,34,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","ეს საშუალებას მისცემს მას იყოს უკან თავსებადი 802.11a, 802.11b და 802.11g, იმ პირობით, რომ საბაზო სადგურს აქვს ორმაგი რადიო.",google_sheet,"ეს მას 802.11ა, 802.11ბ და 802.11გ პუნქტებთან შესაბამისობაში ყოფნის საშუალებას მისცემს, იმ შემთხვევაში, თუ სადგურს ორმაგი რადიო ექნება."
87,128,34,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","ეს საშუალებას მისცემს მას იყოს უკუთავსებადი 802.11a-სთან, 802.11b-სთან და 802.11g-სთან, იმ პირობით, რომ ბაზის სადგურს აქვს ორმაგი რადიოები.",kona,"ეს მას 802.11ა, 802.11ბ და 802.11გ პუნქტებთან შესაბამისობაში ყოფნის საშუალებას მისცემს, იმ შემთხვევაში, თუ სადგურს ორმაგი რადიო ექნება."
2,129,34,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","ეს საშუალებას გაძლევთ, რომ 802.11a, 802.11b და 802.11g-თან დაკავშირებით მოსალოდნელია, თუ ბაზარზე ორიგინალური დისკუსია აქვს.",small100,"ეს მას 802.11ა, 802.11ბ და 802.11გ პუნქტებთან შესაბამისობაში ყოფნის საშუალებას მისცემს, იმ შემთხვევაში, თუ სადგურს ორმაგი რადიო ექნება."
2,130,34,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"802.11n სიჩქარე არსებითად უფრო სწრაფია, ვიდრე მისი წინამორბედები, მაქსიმალური თეორიული გამტარუნარიანობით 600 მბიტი/წმ.",google_sheet,"მისი წინამორბედთან შედარებით, 802.11n მოდელის სიჩქარე გაცილებით მეტია, რომელის მაქსიმალური თეორიული გამტარუნარიანობა 600 მბიტ/წმ შეადგენდა."
93,131,34,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"802.11n-ის სიჩქარეები მნიშვნელოვნად უფრო სწრაფია, ვიდრე მისი წინამორბედებისა, მაქსიმალური თეორიული გამტარუნარიანობით 600 Mbit/s.",kona,"მისი წინამორბედთან შედარებით, 802.11n მოდელის სიჩქარე გაცილებით მეტია, რომელის მაქსიმალური თეორიული გამტარუნარიანობა 600 მბიტ/წმ შეადგენდა."
1,132,34,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"802.11n სიჩქარეები მნიშვნელოვანია უფრო სწრაფად, ვიდრე მისი წინასწარმეტყველების მაქსიმალური ტექნიკური შესრულება 600Mbit/s.",small100,"მისი წინამორბედთან შედარებით, 802.11n მოდელის სიჩქარე გაცილებით მეტია, რომელის მაქსიმალური თეორიული გამტარუნარიანობა 600 მბიტ/წმ შეადგენდა."
65,133,34,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","დიუვალმა, რომელიც დაქორწინებულია ორი ზრდასრული შვილით, დიდი შთაბეჭდილება არ დატოვა მილერზე, რომელსაც ეს ამბავი უკავშირდებოდა.",google_sheet,"დაოჯახებულმა დუვალმა, რომელსაც ორი ზრდასრული შვილი ჰყავდა, მილერზე, ვისაც ეს ამბავი უკავშირდებოდა, დიდი შთაბეჭდილება ვერ მოახდინა."
65,134,34,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","დუვალი, რომელიც დაქორწინებულია და ორი ზრდასრული შვილი ჰყავს, არ დაუტოვებია დიდი შთაბეჭდილება მილერზე, რომელსაც ეს ამბავი მოუყვნენ.",kona,"დაოჯახებულმა დუვალმა, რომელსაც ორი ზრდასრული შვილი ჰყავდა, მილერზე, ვისაც ეს ამბავი უკავშირდებოდა, დიდი შთაბეჭდილება ვერ მოახდინა."
10,135,34,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duvall, რომელიც ქორწინებულია ორი მოზარდი ბავშვისთვის, არ დავაღწიეს დიდი შთაბეჭდილება Miller-ზე, რომელსაც ისტორია დაკავშირებული იყო.",small100,"დაოჯახებულმა დუვალმა, რომელსაც ორი ზრდასრული შვილი ჰყავდა, მილერზე, ვისაც ეს ამბავი უკავშირდებოდა, დიდი შთაბეჭდილება ვერ მოახდინა."
100,136,34,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","როდესაც კომენტარი მთხოვეს, მილერმა თქვა: ""მაიკი ბევრს ლაპარაკობს მოსმენის დროს... მე ვემზადებოდი, ამიტომ ნამდვილად არ მესმოდა რას ამბობდა.""",google_sheet,"მილერმა, როდესაც მას კომენტარის გაკეთება სთხოვეს, აღნიშნა: „მაიკი სხდომის დროს ბევრს ლაპარაკობს... მე მომზადების პროცესში ვიყავი, ამიტომ ნამდვილად არ ვუსმენდი მის საუბარს“."
7,137,34,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","კითხვაზე კომენტარის გაკეთებისას მილერმა თქვა: ""მაიკი ბევრს ლაპარაკობს მოსმენის დროს... მე ვემზადებოდი, ამიტომ არ ვუსმენდი რას ამბობდა.""",kona,"მილერმა, როდესაც მას კომენტარის გაკეთება სთხოვეს, აღნიშნა: „მაიკი სხდომის დროს ბევრს ლაპარაკობს... მე მომზადების პროცესში ვიყავი, ამიტომ ნამდვილად არ ვუსმენდი მის საუბარს“."
3,138,34,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","როდესაც მოითხოვენ კომენტარი, მლერმა განაცხადა, ""Mike-მა ბევრი საუბრობს სთხოვის დროს ... მე მზად ვარ, ასე რომ მე ნამდვილად არ ვნახე, რაც ის ამბობს.""",small100,"მილერმა, როდესაც მას კომენტარის გაკეთება სთხოვეს, აღნიშნა: „მაიკი სხდომის დროს ბევრს ლაპარაკობს... მე მომზადების პროცესში ვიყავი, ამიტომ ნამდვილად არ ვუსმენდი მის საუბარს“."
76,139,34,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","„ჩვენ შევეცდებით 2020 წლისთვის შევამციროთ ნახშირორჟანგის გამონაბოლქვი მშპ-ის ერთეულზე შესამჩნევი ზღვრით 2005 წლის დონიდან“, - თქვა ჰუმ.",google_sheet,"„ჩვენ ვეცდებით, რომ 2005 წლის დონესთან შედარებით, 2020 წელს მნიშვნელოვნად შევამციროთ ნახშირორჟანგის გამოყოფა მთლიანი შიდა პროდუქტის (მშპ) ერთეულზე“, — თქვა ჰუმ."
98,140,34,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""ჩვენ შევეცდებით შევამციროთ ნახშირორჟანგის ემისიები მშპ-ს ერთეულზე შესამჩნევი სხვაობით 2020 წლისთვის 2005 წლის დონესთან შედარებით,"" - განაცხადა ჰუმ.",kona,"„ჩვენ ვეცდებით, რომ 2005 წლის დონესთან შედარებით, 2020 წელს მნიშვნელოვნად შევამციროთ ნახშირორჟანგის გამოყოფა მთლიანი შიდა პროდუქტის (მშპ) ერთეულზე“, — თქვა ჰუმ."
2,141,34,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""ჩვენ ვცდილობთ გაზაფხულება carbon dioxide emissions per unit of GDP 2020-ზე, 2005-ის დონეზე"", აცხადებს ჰუ.",small100,"„ჩვენ ვეცდებით, რომ 2005 წლის დონესთან შედარებით, 2020 წელს მნიშვნელოვნად შევამციროთ ნახშირორჟანგის გამოყოფა მთლიანი შიდა პროდუქტის (მშპ) ერთეულზე“, — თქვა ჰუმ."
64,142,34,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","მან არ დაადგინა შემცირების მაჩვენებელი და თქვა, რომ ისინი გაკეთდება ჩინეთის ეკონომიკური პროდუქტის საფუძველზე.",google_sheet,"მან შემცირების მაჩვენებელი არ გაამჟღავნა და განაცხადა, რომ ისინი ამას გააკეთებენ ჩინეთის წარმოების მოცულობის გათვალისწინებით."
56,143,34,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","მან არ დაასახელა ციფრი შემცირებისთვის, თქვა, რომ ისინი გაკეთდება ჩინეთის ეკონომიკური გამომუშავების საფუძველზე.",kona,"მან შემცირების მაჩვენებელი არ გაამჟღავნა და განაცხადა, რომ ისინი ამას გააკეთებენ ჩინეთის წარმოების მოცულობის გათვალისწინებით."
2,144,34,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","მან არ ჩაწერილა ფორმას ჭრისთვის, ამბობს, რომ ისინი ჩინეთის ეკონომიკური output-ის საფუძველზე გააკეთა.",small100,"მან შემცირების მაჩვენებელი არ გაამჟღავნა და განაცხადა, რომ ისინი ამას გააკეთებენ ჩინეთის წარმოების მოცულობის გათვალისწინებით."
2,145,34,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","ჰუ მოუწოდებდა განვითარებად ქვეყნებს, რომ თავიდან აიცილონ ძველი გზა დაბინძურება და მოგვიანებით გაწმენდა.",google_sheet,ჰუ განვითარებად ქვეყნებს მოუწოდებდა „არ გაიმეორონ ძველი შეცდომები — ჯერ დაბინძურება და შემდეგ დასუფთავება“.
97,146,34,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","ჰუმ მოუწოდა განვითარებად ქვეყნებს ""თავი აარიდონ ძველი გზის გავლას, რომელიც გულისხმობს პირველ რიგში დაბინძურებას და შემდეგ მის გამოსწორებას.""",kona,ჰუ განვითარებად ქვეყნებს მოუწოდებდა „არ გაიმეორონ ძველი შეცდომები — ჯერ დაბინძურება და შემდეგ დასუფთავება“.
1,147,34,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","Hu აწარმოებს განვითარებული ქვეყნებს ""გადასავლოთ ძველი გზა გატვირთვა პირველი და გაწმენდა შემდეგ"".",small100,ჰუ განვითარებად ქვეყნებს მოუწოდებდა „არ გაიმეორონ ძველი შეცდომები — ჯერ დაბინძურება და შემდეგ დასუფთავება“.
94,148,34,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","მან დასძინა, რომ „თუმცა მათ არ უნდა სთხოვონ ისეთი ვალდებულებების აღება, რომლებიც სცილდება მათ განვითარების სტადიას, პასუხისმგებლობას და შესაძლებლობებს“.",google_sheet,"მან დაამატა, რომ „ისეთი ვალდებულებების თავზე აღება არ უნდა მოსთხოვონ, რომელიც მათი განვითარების ეტაპს, პასუხისმგებლობასა და შესაძლებლობებს აღემატება“."
92,149,34,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","მან დასძინა, რომ ""თუმცა, მათ არ უნდა დაეკისროთ ისეთი ვალდებულებები, რომლებიც სცილდება მათ განვითარების ეტაპს, პასუხისმგებლობასა და შესაძლებლობებს.""",kona,"მან დაამატა, რომ „ისეთი ვალდებულებების თავზე აღება არ უნდა მოსთხოვონ, რომელიც მათი განვითარების ეტაპს, პასუხისმგებლობასა და შესაძლებლობებს აღემატება“."
25,150,34,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","მან დაამატა, რომ ""თუ არ უნდა, თუმცა, მოითხოვს, რომ მიიღოს მოთხოვნები, რომლებიც გაიზარდა მათი განვითარების ეტაპზე, პასუხისმგებლობას და შესაძლებლობებს"".",small100,"მან დაამატა, რომ „ისეთი ვალდებულებების თავზე აღება არ უნდა მოსთხოვონ, რომელიც მათი განვითარების ეტაპს, პასუხისმგებლობასა და შესაძლებლობებს აღემატება“."
73,151,34,The Iraq Study Group presented its report at 12.00 GMT today.,ერაყის შემსწავლელმა ჯგუფმა წარადგინა თავისი ანგარიში დღეს GMT 12:00 საათზე.,google_sheet,გრინვიჩის დროით 12:00 საათზე ერაყის სასწავლო ჯგუფმა წარადგინა მოხსენება.
17,152,34,The Iraq Study Group presented its report at 12.00 GMT today.,ერაყის შემსწავლელი ჯგუფი თავის ანგარიშს წარადგენს 12.00 GMT-ზე დღეს.,kona,გრინვიჩის დროით 12:00 საათზე ერაყის სასწავლო ჯგუფმა წარადგინა მოხსენება.
1,153,34,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraqi Study Group presented its report at 12.00 GMT დღეს.,small100,გრინვიჩის დროით 12:00 საათზე ერაყის სასწავლო ჯგუფმა წარადგინა მოხსენება.
83,154,34,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","ის გვაფრთხილებს, რომ ვერავინ იძლევა გარანტიას, რომ ერაყში ამ ეტაპზე ნებისმიერი ქმედება შეაჩერებს სექტანტურ ომს, მზარდ ძალადობას ან ქაოსისკენ სვლას.",google_sheet,"ის გაფრთხილებას იძლევა, რომ არავის შეუძლია გარანტიის მიცემა, რომ ვერანაირი მოქმედება ერაყში ვერ შეაჩერებს ფანატიკოსთა საომარ მოქმედებებს, მზრდად ძალადობას ან ქაოსისკენ სწრაფვას."
94,155,34,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","ეს აფრთხილებს, რომ ვერავინ ვერ იძლევა გარანტიას, რომ ამ ეტაპზე ერაყში რომელიმე ქმედების კურსი შეაჩერებს სექტანტურ ომს, მზარდ ძალადობას ან ქაოსისკენ სვლას.",kona,"ის გაფრთხილებას იძლევა, რომ არავის შეუძლია გარანტიის მიცემა, რომ ვერანაირი მოქმედება ერაყში ვერ შეაჩერებს ფანატიკოსთა საომარ მოქმედებებს, მზრდად ძალადობას ან ქაოსისკენ სწრაფვას."
13,156,34,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","ეს აცხადებს, რომ არავის არ შეუძლია უზრუნველყოფს, რომ ნებისმიერი საქმიანობა ირაკლი ამ ეტაპზე გადაწყვიტა სქტატული ომი, გაზრდის ძალა, ან slide towards chaos.",small100,"ის გაფრთხილებას იძლევა, რომ არავის შეუძლია გარანტიის მიცემა, რომ ვერანაირი მოქმედება ერაყში ვერ შეაჩერებს ფანატიკოსთა საომარ მოქმედებებს, მზრდად ძალადობას ან ქაოსისკენ სწრაფვას."
52,157,34,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,ანგარიში იხსნება ღია დებატებისა და შეერთებულ შტატებში კონსენსუსის ფორმირებით ახლო აღმოსავლეთის მიმართ პოლიტიკის შესახებ.,google_sheet,"ანგარიში იწყება მოთხოვნით, რომ დაიწყოს დებატები და აშშ-ში მიღწეულ იქნას კონსესუსი ახლო აღმოსავლეთთან დაკავშირებულ პოლიტიკასთან მიმართებაში."
80,158,34,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,მოხსენება იწყება ღია დებატებისა და შეერთებულ შტატებში ახლო აღმოსავლეთის მიმართ პოლიტიკის შესახებ კონსენსუსის ჩამოყალიბების მოწოდებით.,kona,"ანგარიში იწყება მოთხოვნით, რომ დაიწყოს დებატები და აშშ-ში მიღწეულ იქნას კონსესუსი ახლო აღმოსავლეთთან დაკავშირებულ პოლიტიკასთან მიმართებაში."
2,159,34,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"გამოგზავნილია: 16 May 2018, 14:04 #517 · პროფილი · პირადი მიმოწერა · ჩატი · ელფოსტა",small100,"ანგარიში იწყება მოთხოვნით, რომ დაიწყოს დებატები და აშშ-ში მიღწეულ იქნას კონსესუსი ახლო აღმოსავლეთთან დაკავშირებულ პოლიტიკასთან მიმართებაში."
100,160,34,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ანგარიში უაღრესად კრიტიკულია ერაყის მიმართ აღმასრულებელი ხელისუფლების ამჟამინდელი პოლიტიკის თითქმის ყველა ასპექტის მიმართ და ის მიმართულების დაუყოვნებლივ შეცვლას მოითხოვს.,google_sheet,ანგარიში ძალზე კრიტიკულია აღმასრულებელი ხელისუფლების ამჟამინდელი პოლიტიკის თითქმის ყველა ასპექტისადმი ერაყთან მიმართებაში და იგი მოითხოვს მიმართულების დაუყოვნებლად შეცვლას.
89,161,34,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,ანგარიში უკიდურესად კრიტიკულია აღმასრულებელი ხელისუფლების თითქმის ყველა ასპექტის მიმართ ერაყის მიმართ და ის დაუყოვნებლივ მოითხოვს მიმართულების შეცვლას.,kona,ანგარიში ძალზე კრიტიკულია აღმასრულებელი ხელისუფლების ამჟამინდელი პოლიტიკის თითქმის ყველა ასპექტისადმი ერაყთან მიმართებაში და იგი მოითხოვს მიმართულების დაუყოვნებლად შეცვლას.
