id,en,ka,ka_translated
158,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.","გამოქვაბულის ყველა შესასვლელი, რომელსაც „შვიდი და“ დაარქვეს, 100-დან 250 მეტრამდეა დიამეტრში (328-დან 820 ფუტამდე).","გამოქვაბულების ყველა შესასვლელი, რომლებსაც ""შვიდი დის"" უწოდეს, მინიმუმ 100-დან 250 მეტრამდე (328-დან 820 ფუტამდე) დიამეტრისაა."
159,Infrared images show that the temperature variations from night and day show that they are likely caves.,"ინფრაწითელი სურათებიდან სჩანს, რომ ტემპერატურა დღე-ღამის განმავლობაში მერყეობს და რომ სავარაუდოდ ეს გამოქვაბულები უნდა იყოს.","ინფრაწითელი გამოსახულებები აჩვენებს, რომ ტემპერატურის ცვალებადობა ღამითა და დღისით აჩვენებს, რომ ისინი, სავარაუდოდ, გამოქვაბულებია."
160,"""They are cooler than the surrounding surface in the day and warmer at night.",ისინი გარემოსთან შედარებით უფრო გრილები არიან დღისით და ღამით კი — უფრო თბილები.,"ისინი უფრო გრილებია, ვიდრე მიმდებარე ზედაპირი დღისით და უფრო თბილები ღამით."
161,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","„მათი თერმული ქცევა არ არის დედამიწაზე არსებული დიდი გამოქვაბულების მსგავსი, რომლებიც სავსებით მუდმივ ტემპერატურას ინარჩუნებენ მაგრამ მდგრადია რადგან ღრმად არიან მიწაში.“ განაცხადა აშშ-ის გეოლოგიური სამსახურის (USGS) ასტროგეოლოგიის გუნდის და არიზონაში, ფლაგსტაფში მდებარე Northern Arizona University-ის წევრმა, გლენ კუშინგმა.","მათი თერმული ქცევა არ არის ისეთი სტაბილური, როგორც დედამიწის დიდი გამოქვაბულები, რომლებიც ხშირად ინარჩუნებენ საკმაოდ მუდმივ ტემპერატურას, მაგრამ ის შეესაბამება ამ მიწისქვეშა ღრმა ხვრელებს,"" - თქვა გლენ კუშინგმა შეერთებული შტატების გეოლოგიური კვლევის (USGS) ასტროგეოლოგიის გუნდიდან და ჩრდილოეთ არიზონას უნივერსიტეტიდან, რომელიც მდებარეობს ფლაგსტაფში, არიზონაში."
162,"In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.","ტრადიციულად, საფრანგეთში დაბალტექნოლოგიური გამოცდილება იყო ხმის მიცემა: ამომრჩეველი კაბინაში იზოლირდებიან და წინასწარ დაბეჭდილ ფურცელს, მათ მიერ არჩეული კანდიდატის მითითებით, დებენ კონვერტში.","საფრანგეთში, ხმის მიცემა ტრადიციულად დაბალტექნოლოგიური გამოცდილება იყო: ამომრჩევლები იზოლირებულნი არიან ჯიხურში, ათავსებენ წინასწარ დაბეჭდილ ფურცელს, რომელიც მიუთითებს მათ მიერ არჩეულ კანდიდატს კონვერტში."
163,"After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.","მას შემდეგ, რაც ოფიციალური წარმომადგენლები ამომრჩევლის ვინაობას დაადგენენ, ამომრჩეველი საარჩევნო ყუთში ჩააგდებს კონვერტს და საარჩევნო სიაში მოაწერს ხელს.","ოფიციალური პირების მიერ ამომრჩევლის ვინაობის გადამოწმების შემდეგ, ამომრჩეველი კონვერტს აგდებს საარჩევნო ყუთში და ხელს აწერს ხმის მიცემის დავთარში."
164,French electoral law rather strictly codifies the proceedings.,შესაბამის პროცედურებს საფრანგეთის საარჩევნო კანონმდებლობა საკმაოდ მკაცრად ასახავს.,საფრანგეთის საარჩევნო კანონი საკმაოდ მკაცრად აკოდიფიცირებს პროცედურებს.
165,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.","1988 წლიდან გადაწყდა, რომ საარჩევნო ყუთი გამჭვირვალე უნდა იყოს, რათა ამომრჩევლებს და დამკვირვებლებს ჰქონდეთ შესაძლებლობა თავად დარწმუნდნენ იმაში, რომ კენჭისყრის დასაწყისში ყუთში კონვერტი არ ყოფილა და რომ მას არ დაემატა ზედმეტი კონვერტები, გარდა იმ სწორად დათვლილის და ხმის მიცემის უფლების მქონე პირების კონვერტებისა.","1988 წლიდან, საარჩევნო ყუთები გამჭვირვალე უნდა იყოს, რათა ამომრჩევლებმა და დამკვირვებლებმა დაინახონ, რომ ხმის მიცემის დაწყებისას კონვერტები არ არის და რომ მხოლოდ სათანადოდ დათვლილი და ავტორიზებული ამომრჩევლების კონვერტები ემატება."
166,"Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.",პროცესის ყველა ნაწილის დამკვირვებლად შეუძლიათ კანდიდატებს საკუთარი წარმომადგენლების გაგზავნა. საღამოს მკაცრი მონიტორინგის ქვეშ და კონკრეტული პროცედურების დაცვით მოხალისეები ითვლიან ხმებს.,"კანდიდატებს შეუძლიათ გაგზავნონ წარმომადგენლები, რათა დაესწრონ პროცესის ყველა ნაწილს. საღამოს, მოხალისეები ითვლიან ხმებს მკაცრი ზედამხედველობის ქვეშ, კონკრეტული პროცედურების დაცვით."
167,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.","ASUS Eee PC, რომელიც მსოფლიო მასშტაბით თავდაპირველად დაბალი ფასის და ფუნქციონალის გამო გაეშვა, 2007 წლის ტაიბეის ინფორმაციული ტექნოლოგიების (IT) თვეში ყველაზე სალაპარაკო თემა გახდა.","ASUS Eee PC, რომელიც ადრე მსოფლიო მასშტაბით გამოვიდა ხარჯების დაზოგვისა და ფუნქციონალურობის ფაქტორების გამო, 2007 წლის ტაიპეის IT თვის ცხელ თემად იქცა."
168,But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.,"თუმცა, ჩინეთის რესპუბლიკის აღმასრულებელმა იუანმა ASUS-ის ბრენდს 2007 წლის ტაივანის მდგრადი განვითარების ჯილდო მიენიჭა, ლეპტოპების სამომხმარებლო ბაზარი რადიკალურად შეიცვლება.","მაგრამ ლეპტოპ კომპიუტერების სამომხმარებლო ბაზარი რადიკალურად განსხვავებული და შეცვლილი იქნება მას შემდეგ, რაც ASUS-ს 2007 წლის ტაივანის მდგრადი განვითარების ჯილდო გადაეცა ჩინეთის რესპუბლიკის აღმასრულებელი იუანის მიერ."
169,"The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!""","შოუს შესახებ სადგურის ვებ-გვერდზე წერია: „ძველებური რადიოს თეატრი, ახალი და აღმაშფოთებელი შეშლილი ბრუნვით!“","სადგურის ვებ-გვერდი შოუს აღწერს, როგორც ""ძველი სკოლის რადიო თეატრი ახალ და გამაოგნებელ, გიჟურ ელფერსთან ერთად!"""
170,"In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.","დასაწყისში, შოუ მხოლოდ ინტერნეტ-რადიოების TogiNet Radio-ში გადიოდა, რომელიც სასაუბრო რადიოს ტიპზე იყო ორიენტირებული.","თავისი ადრეული დღეების განმავლობაში, შოუ წარმოდგენილი იყო ექსკლუზიურად გრძელრადიო ინტერნეტ საიტზე TogiNet Radio, საიტზე, რომელიც ფოკუსირებული იყო სასაუბრო რადიოზე."
171,"In late 2015, TogiNet established AstroNet Radio as a subsidiary station.","TogiNet-მა შვილობილი სადგური, რადიო AstroNet დააარსა 2015 წლის მიწურულს.","2015 წლის ბოლოს, TogiNet-მა დააარსა AstroNet Radio, როგორც შვილობილი სადგური."
172,"The show originally featured amateur voice actors, local to East Texas.",გადაცემაში თავდაპირველად მონაწილეობდნენ აღმოსავლეთ ტეხასის შტატში მოსახლე მოყვარული მსახიობები.,შოუ თავდაპირველად მოიცავდა აღმოსავლეთ ტეხასის ადგილობრივ მოყვარულ ხმის მსახიობებს.
173,"Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets.","როგორც იტყობინებიან, გამომდინარე იქიდან, რომ ბიშკეკის ქუჩებში სამართალდამცავი ორგანოების თანამშრომლები არ იყვნენ, ღამით მასიური ძარცვა გაგრძელდა.","ღამით, გავრცელებული ინფორმაციით, ძარცვა გაგრძელდა, რადგან სამართალდამცავი ორგანოების წარმომადგენლები არ იმყოფებოდნენ ბიშკეკის ქუჩებში."
174,"Bishkek was described as sinking into a state of ""anarchy"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.","ბიშეკი ერთმა დამკვირვებელმა დაახასიათა როგორც „ანარქიაში“ ჩაძირული, რადგან ადამიანთა ჯგუფები დაეხეტებოდნენ ქუჩაში და ძარცვავდნენ სამომხმარებლო მაღაზიებს.","ბიშკეკი ერთ-ერთმა დამკვირვებელმა აღწერა, როგორც ""ანარქიაში"" ჩაძირული, რადგან ბანდები ქუჩებში დახეტიალობდნენ და სამომხმარებლო საქონლის მაღაზიებს ძარცვავდნენ."
175,Several Bishkek residents blamed protesters from the south for the lawlessness.,სამხრეთელ დემონსტრანტებს ბიშკეკის ზოგიერთი მობინადრე არაკანონიერი ქმედებების ჩადენაში სდებდა ბრალს.,ბიშკეკის რამდენიმე მცხოვრები სამხრეთიდან ჩამოსულ მომიტინგეებს უწესრიგობის გამო ადანაშაულებდა.
176,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.","სამხრეთ აფრიკამ დაამარცხა All Blacks (ახალი ზელანდია) „სამი ერის თასის“ ჩემპიონატზე რაგბიში ქალაქ რუსტენბურგის როიალ ბაფოკენგის სტადიონზე, სამხრეთ აფრიკაში.","სამხრეთ აფრიკამ დაამარცხა ოლ ბლექსმა (ახალი ზელანდია) რაგბის კავშირის ტრი ნაციის მატჩში რუსცენბურგში, სამხრეთ აფრიკაში, სამეფო ბაფოკენგის სტადიონზე."
177,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.","საბოლოო ანგარიში იყო ერთქულიანი სხვაობით გამარჯვება, All Blacks-ის 15 მატჩიანი გამარჯვების სერია 21 და 20-ით დაასრულა.","საბოლოო ანგარიში იყო ერთი ქულიანი გამარჯვება, 21-20, რითაც დასრულდა ოლ ბლექსის 15 მატჩიანი გამარჯვებების სერია."
178,"For the Springboks, it ended a five-match losing streak.",სპრინგბოქსებმა ხუთ მატჩიანი მარცხის სერია დაასრულეს.,სპრინგბოკებისთვის ეს დასრულდა ხუთმატჩიანი წაგების სერიით.
179,"It was the final match for the All Blacks, who had already won the trophy two weeks ago.","ეს იყო ფინალური მატჩი „All Blacks“-ისთვის, რომლებმაც თასი უკვე ორი კვიეის წინ მოიგეს.","ეს იყო ოლ ბლექსებისთვის ბოლო მატჩი, რომლებმაც თასი ორი კვირის წინ უკვე მოიპოვეს."
180,"The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.","სერიის ფინალური შეხვედრა გაიმართება შემდეგ კვირას იოჰანესბურგში, ელის პარკზე, რა დროსაც ავსტრალიას დაუპირისპირდება სპრინგბოქსი.","სერიის ბოლო მატჩი ელის პარკში, იოჰანესბურგში, მომავალ კვირას გაიმართება, როდესაც სპრინგბოკსი ავსტრალიას ეთამაშება."
181,A moderate earthquake shook western Montana at 10:08 p.m. on Monday.,დასავლეთ მონტანა ორშაბათს საღამოს 10:08 საათზე ზომიერმა მიწისძვრამ შეათამაშა.,"ზომიერი მიწისძვრა ორშაბათს, საღამოს 10:08 საათზე, დასავლეთ მონტანას შეარყია."
182,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.,შეერთებული შტატების გეოლოგიურ სამსახურს (USGS) და მიწისძვრის საინფორამციო ეროვნულ ცენტრს ჯერ არ მიუღიათ უახლოესი ცნობები ზარალის შესახებ.,აშშ-ის გეოლოგიურ სამსახურს (USGS) და მის სეისმური ინფორმაციის ეროვნულ ცენტრს არ მიუღია ზიანის მიყენების შესახებ ცნობები.
183,"The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.","მიწისძვრის ეპიცენტრი დილონიდან ჩრდილო-ჩრდილო-აღმოსავლეთით, დაახლოებით 20 კილომეტრში (15 მილი) და ბუტეს სამხრეთით დაახლოებით 65 კილომეტრში (40 მილი) მდებარეობდა.",მიწისძვრის ეპიცენტრი დაახლოებით 20 კმ-ით (15 მილით) ჩრდილო-ჩრდილო-აღმოსავლეთით იყო დაშორებული დილანიდან და დაახლოებით 65 კმ-ით (40 მილით) სამხრეთით ბუტიდან.
184,"The strain of bird flu lethal to humans, H5N1, has been confirmed to have infected a dead wild duck, found on Monday, in marshland near Lyon in the east of France.","ფრინველის გრიპის შტამი H5N1, რომელიც ადამიანისთვის მომაკვდინებელია, დაუდასტურდა ინფიცირებულ მკვდარ გარეულ იხვს, რომელიც საფრანგეთის აღმოსავლეთით, ლიონის მახლობლად ორშაბათს იპოვეს.","ფრინველის გრიპის შტამი, რომელიც სასიკვდილოა ადამიანებისთვის, H5N1, დადასტურებულია, რომ დაინფიცირდა მკვდარ გარეულ იხვში, რომელიც ორშაბათს იპოვეს ჭაობიან ადგილას, ლიონის აღმოსავლეთით, საფრანგეთში."
185,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","ავსტრიის, გერმანიის, სლოვენიის, ბულგარეთის, საბერძნეთისა და იტალიის შემდეგ, საფრანგეთი არის ევროკავშირის მე-7 ქვეყანა, რომელიც ამ ვირუსმა დააზარალა.","საფრანგეთი არის მეშვიდე ქვეყანა ევროკავშირში, რომელიც ამ ვირუსს განიცდის; ავსტრიის, გერმანიის, სლოვენიის, ბულგარეთის, საბერძნეთისა და იტალიის შემდეგ."
186,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,ხორვატიასა და დანიაში H5N1-ის საეჭვო შემთხვევები არ დადასტურებულა.,ხორვატიასა და დანიაში H5N1-ის საეჭვო შემთხვევები დაუდასტურებელი რჩება.
187,"Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","„დედამიწის მილიონზე მეტი მცხოვრების გარდაცვალების, განადგურებისა და დატერორების გამო“ პალატებმა ღმერთს უჩივლეს.","ჩეიმსმა უჩივლა ღმერთს ""მილიონობით დედამიწის ბინადრის ფართო მასშტაბით სიკვდილის, განადგურებისა და ტერორიზაციის გამო."""
188,"Chambers, an agnostic, argues that his lawsuit is ""frivolous"" and ""anybody can sue anybody.""","ჩამბერსი, აგნოსტიკოსი ამტკიცებს, რომ მისი სასამართლო პროცესი „უსაფუძვლოა“ და „ნებისმიერს შეუძლია უჩივლოს ვინმეს“.","ჩეიმსი, აგნოსტიკოსი, ამტკიცებს, რომ მისი სარჩელი არის ""უსაფუძვლო"" და ""ნებისმიერს შეუძლია უჩივლოს ნებისმიერს."""
189,"The story presented in the French opera, by Camille Saint-Saens, is of an artist ""whose life is dictated by a love for drugs and Japan.""","ფრანგულ ოპერაში კამილ სენ-სანსის მიერ წარმოდგენილ სიუჟეტი მოგვითხრობს მხატვარზე, „რომლის ცხოვრებაც ნარკოტიკებისა და იაპონიის სიყვარულით არის ნაკარნახევი“.","ფრანგულ ოპერაში წარმოდგენილი სიუჟეტი, კამილ სენ-სანსის მიერ, არის მხატვრისა, ""რომლის ცხოვრებაც ნარკოტიკებისა და იაპონიის სიყვარულითაა განპირობებული."""
190,"As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","შედეგად, სცენაზე შემსრულებლები მარიხუანას ეწევიან, თეატრი კი მაყურებელს მოუწოდებს მასთან შეერთებას.","შედეგად, შემსრულებლები სცენაზე მარიხუანას ეწევიან, ხოლო თეატრი თავად მოუწოდებს აუდიტორიას შეუერთდეს."
191,"Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","შესაბამისად, მე-4, მე-5 და მე-6 ადგილები დაიკავეს პალატის ყოფილმა სპიკერმა ნიუტ გინგრიჩმა, ტეხასის გუბერნატორმა რიკ პერიმ და კონგრესმენმა მიშელ ბახმანმა.","ყოფილმა სპიკერმა ნიუტ გინგრიჩმა, ტეხასის გუბერნატორმა რიკ პერიმ და კონგრესმენმა მიშელ ბაჩმანმა მეოთხე, მეხუთე და მეექვსე ადგილები დაიკავეს, შესაბამისად."
192,"After the results came in, Gingrich lauded Santorum, but had tough words for Romney, on whose behalf negative campaign advertisements were aired in Iowa against Gingrich.","შედეგების მიღების შემდეგ, გინგრიჩმა სანტურუმი აქო, თუმცა მკაცრი იყო რომნის მიმართ, რომლის გამოც აიოვას ეთერში გინგრიჩის წინააღმდეგ ნეგატიური სარეკლამო კამპანია წარიმართა.","შედეგების გამოცხადების შემდეგ, გინგრიჩმა შეაქო სანტირომი, მაგრამ მკაცრი სიტყვები ჰქონდა რომნისთვის, რომლის სასარგებლოდაც ნეგატიურ სარეკლამო რგოლებს უშვებდნენ აიოვაში გინგრიჩის წინააღმდეგ."
193,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.","პერიმ განაცხადა რომ ის „დღევანდელი შეხვედრის შედეგების შესაფასებლად ტეხასში დაბრუნდებოდა და გაარკვევდა, აქვს თუ არა მას პერსპექტივები ამ რბოლაში“, თუმცა მოგვიანებით ბრძანა, რომ იგი რბოლას გააგრძელებს და მონაწილეობას მიიღებს სამხრეთ კაროლინას წინასწარ არჩევნებში 21 იანვარს.","პერიმ განაცხადა, რომ ის ""დაბრუნდებოდა ტეხასში, რათა შეეფასებინა ამაღამ გამართულ პრაიმერის შედეგები, დაედგინა, არსებობდა თუ არა წინსვლის გზა მისთვის ამ რბოლაში"", მაგრამ მოგვიანებით განაცხადა, რომ ის დარჩებოდა რბოლაში და მონაწილეობას მიიღებდა 21 იანვარს სამხრეთ კაროლინას პრაიმერში."
194,"Bachmann, who won the Ames Straw Poll in August, decided to end her campaign.","ბახმანმა, რომელმაც აგვისტოში ეიმსის წინასწარი კენჭისყრის დროს გაიმარჯვა, გადაწყვიტა თავისი კამპანიის შეწყვეტა.","ბახმანმა, რომელმაც მოიგო ეიმსის ჩალის გამოკითხვა აგვისტოში, გადაწყვიტა დაესრულებინა თავისი კამპანია."
195,"The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.","ფოტოგრაფის ტრანსპორტირება რონალდ რეიგანის სახელობის სამედიცინო ცენტრ UCLA-ში განხორციელდა, სადაც შემდგომ ის გარდაიცვალა.","ფოტოგრაფი რონალდ რეიგან UCLA სამედიცინო ცენტრში გადაიყვანეს, სადაც ის შემდგომში გარდაიცვალა."
196,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""","გავრცელებული ინფორმაციით, იგი 20 წლის იყო. „მიუხედავად იმისა, რომ არ შევსწრებივარ და არც უშუალო მონაწილეობა მიმიღია ამ ტრაგიკულ შემთხვევაში, ვუსამძიმრებ მსხვერპლის ოჯახს და ვლოცულობ მათთვის“ — განაცხადა ბიბერმა.","ის, სავარაუდოდ, 20-იანი წლების იყო. განცხადებაში, ბიბერმა თქვა: ""მიუხედავად იმისა, რომ მე არ ვიყავი იქ და არც ამ ტრაგიკულ ავარიაში ვიყავი ჩართული, ჩემი ფიქრები და ლოცვები მსხვერპლის ოჯახთანაა."""
197,"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.","TMZ-ის, გასართობები ახალი ამბების ვებგვერდის მიხედვით, ფოტოგრაფმა თავისი მანქანა გააჩერა სეპულვედას ბულვარის მოპირდაპირე მხარეს, გზის გადაჭრამდე და გაგრძელებამდე პოლიციის გაჩერების გადასაღებად, რამაც აიძულა კალიფორნიის მაგისტრალის საპატრულო პოლიცია, რომ ორჯერ გაეჩერებინა მოძრაობა იმისთვის, რომ ებრძანა მისთვის უკან დაბრუნება.","გასართობი ამბების ვებსაიტმა TMZ-მა გაიგო, რომ ფოტოგრაფმა თავისი მანქანა სეპულვედას ბულვარის მეორე მხარეს გააჩერა და პოლიციის გაჩერების სურათების გადაღება სცადა, სანამ გზას გადაკვეთდა და გააგრძელებდა, რამაც კალიფორნიის გზატკეცილის პატრულის პოლიციის ოფიცრის გაღიზიანება გამოიწვია, რომელიც საგზაო გაჩერებას ახორციელებდა, ორჯერ უბრძანა მას უკან დაბრუნება."
198,"According to police, the driver of the vehicle that hit the photographer is unlikely to face criminal charges.","როგორც პოლიციაში განაცხადეს, ავტომობილის მძღოლს, რომელიც ფოტოგრაფს დაეჯახა, სავარაუდოდ დანაშაულის ჩადენისთვის ბრალდებას არ წაუყენებენ.","პოლიციის თქმით, იმ ავტომობილის მძღოლი, რომელმაც ფოტოგრაფს დაარტყა, სავარაუდოდ, სისხლის სამართლის ბრალდებას არ წაუყენებენ."
199,"With only eighteen medals available a day, a number of countries have failed to make the medal podium.","ქვეყანათა გარკვეულმა რაოდენობამ ვერ მიაღწია სამედლე პოდიუმამდე, ვინაიდან დღეში მხოლოდ თვრამეტი მედალი იყო ხელმისაწვდომი.","მხოლოდ თვრამეტი მედლით ხელმისაწვდომი დღეში, რამდენიმე ქვეყანამ ვერ შეძლო მედლის პოდიუმზე ასვლა."
200,"They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.","მათ შორისაა ნიდერლანდები, რომლის წარმომადგენელმა ანა იოხემსენმა მეცხრემ გადაკვეთა ფინიშის ხაზი ქალთა ლიგაში Super-G კატეგორიაში და ფინეთი, რომლის წარმომადგენელმა კატია სარინენი მეათე მივიდა ფინიშთან იმავე შეჯიბრში.","მათ შორისაა ნიდერლანდები, სადაც ანა ჯოხემსენმა გუშინ ქალთა დგომის კლასში სუპერ-G-ში მეცხრე ადგილი დაიკავა, და ფინეთი, სადაც კატია საარინენმა იმავე ღონისძიებაში მეათე ადგილი დაიკავა."
201,Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,მეთერთმეტე ადგილი დაიკავა სუპერ-G-ის ფეხზე მდგომ მამაკაცებს შორის ავსტრალიელმა მიტჩელ გურლიმ. სუპერ-G ჩეხმა მონაწილემ ოლდრიხ იელინეკმა მჯდომარე კაცთა შეჯიბრი მეთექვსმეტედ დაასრულა.,ავსტრალიის მიტჩელ გურლი მე-11 ადგილზე გავიდა მამაკაცთა დგომის სუპერ-G-ში. ჩეხმა კონკურენტმა ოლდრიხ ჟილინეკმა მე-16 ადგილი დაიკავა მამაკაცთა მჯდომარე სუპერ-G-ში.
202,Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.,მექსიკელმა არლი ველასკესმა დაიკავა მე-15 ადგილი მამაკაცთა Super-G-ის მჯდომარე კატეგორიაში. მამაკაცთა Super-G-ის ფეხზე მდგომ კატეგორიაში კი ახალი ზელანდიის წარმომადგენელმა ადამ ჰოლიმ მე-9 ადგილი აიღო.,მექსიკის არლი ველასკესი დასრულდა მეთხუთმეტე ადგილზე მამაკაცთა მჯდომარე სუპერ-G-ში. ახალი ზელანდიის ადამ ჰოლი მეცხრე ადგილზე გავიდა მამაკაცთა დგომის სუპერ-G-ში.
203,Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.,"პოლონეთის კაცთა გუნდის მხედველობა დაქვეითებულმა მოთხილამურემ მაჩიე კრეზელმა და მეგზურმა ანა ოგარზინსკამ მეცამეტე ადგილი დაიკავეს სუპერ-G ტურნირში, სამხრეთ კორეელმა ჯონგ სორკის პარკმა მჯდომარე მამაკაცთა შორის სუპერ-G ტურნირში ოცდამეოთხე ადგილი დაიკავა.","პოლონეთის მხედველობის დაქვეითებული მამაკაცი მოთხილამურე, მაკეი კრეზელი და გიდი ანა ოგარზინსკა სუპერ-გ-ში მეცამეტე ადგილზე დაასრულეს. სამხრეთ კორეის იონგ სეორკ პარკმა მამაკაცთა მჯდომარე სუპერ-გ-ში ოცდამეოთხე ადგილი დაიკავა."
204,"UN peacekeepers, whom arrived in Haiti after the 2010 earthquake, are being blamed for the spread of the disease which started near the troop's encampment.","ჰაიტიზე 2010 წელს მომხდარი მიწისძვრის შემდეგ ჩამოსულ გაეროს სამშვიდობოებს იმ დაავადების გავრცელებაში ადანაშაულებენ, რომელიც სამხედრო ბანაკის მახლობლად დაიწყო.","გაეროს სამშვიდობოები, რომლებიც 2010 წლის მიწისძვრის შემდეგ ჩავიდნენ ჰაიტიში, ადანაშაულებენ დაავადების გავრცელებაში, რომელიც დაიწყო ჯარის ბანაკის მახლობლად."
205,"According to the lawsuit, waste from the UN camp was not properly sanitized, causing bacteria to enter the tributary of the Artibonite River, one of Haiti's largest.","სარჩელის თანახმად, ნარჩენები გაეროს მოხალისეთა ბანაკიდან სანიტარულად სწორად არ მუშავდებოდა, რაც იწვევდა ბაქტერიების არტიბონიტის, ჰაიტის ერთ-ერთი უდიდესი მდინარის შენაკადში მოხვედრას.","სარჩელის თანახმად, გაეროს ბანაკიდან ნარჩენები სათანადოდ არ იყო დეზინფიცირებული, რამაც გამოიწვია ბაქტერიების მოხვედრა არტობინეტის მდინარის შენაკადში, ჰაიტის ერთ-ერთ უდიდესში."
